test_id,price
231,13.9839945
232,13.378487
233,21.649126
234,12.248543
235,19.476748
236,23.08532
237,14.360384
238,33.540073
239,12.475519
240,17.012085
241,21.151737
242,29.967377
243,21.44732
244,22.882132
245,44.556717
246,23.480255
247,18.155836
248,13.362329
249,10.623567
250,12.570647
251,6.964864
252,10.825734
253,40.8062
254,7.3665934
255,14.984322
256,23.977886
257,14.038671
258,11.287231
259,19.113777
260,14.587094
261,26.150797
262,34.345573
263,80.03385
264,13.073053
265,5.8244247
266,16.217741
267,15.102703
268,8.372969
269,8.807909
270,28.760437
271,16.819586
272,10.7472925
273,17.864798
274,17.089535
275,12.298938
276,15.131908
277,35.660324
278,14.510945
279,19.591576
280,61.685593
281,27.67829
282,27.337345
283,17.01794
284,11.305581
285,19.982891
286,16.871948
287,13.8701
288,17.866713
289,13.395709
290,22.879705
291,33.27745
292,18.077091
293,18.72452
294,37.89147
295,10.686417
296,37.400917
297,11.360515
298,15.46368
299,49.73917
300,12.1182
301,19.630482
302,79.625374
303,10.91094
304,12.564476
305,10.037471
306,5.9944553
307,17.020061
308,14.576191
309,25.86287
310,20.722723
311,5.552707
312,48.842064
313,17.7835
314,22.519346
315,8.708337
316,8.955895
317,19.058628
318,8.018639
319,24.768938
320,30.551662
321,7.492033
322,15.688469
323,21.30229
324,10.6673155
325,10.155548
326,10.688796
327,10.327093
328,20.013365
329,30.791735
330,19.811243
331,16.42567
332,22.32596
333,44.274563
334,34.925594
335,39.40458
336,12.511738
337,57.530926
338,11.640314
339,14.149399
340,29.937756
341,23.770983
342,7.4265766
343,20.90039
344,33.94218
345,13.060899
346,9.107618
347,25.362947
348,7.8258743
349,16.277515
350,17.07451
351,15.167343
352,26.30761
353,10.391471
354,10.247879
355,115.56133
356,15.794643
357,10.664909
358,16.222853
359,30.45472
360,23.166405
361,17.86608
362,17.977747
363,27.617317
364,10.598052
365,28.816309
366,23.04831
367,29.88241
368,23.103575
369,14.7216015
370,28.059263
371,8.796369
372,13.298254
373,23.555141
374,11.227577
375,13.499584
376,9.487009
377,10.797045
378,11.020898
379,31.857979
380,36.31488
381,18.076368
382,11.556448
383,36.419933
384,20.803745
385,30.15239
386,40.668526
387,10.780565
388,19.441486
389,9.354416
390,9.939003
391,33.199436
392,16.667053
393,5.8144984
394,15.687391
395,15.461109
396,10.520357
397,9.0394125
398,13.502025
399,21.750841
400,16.530853
401,17.115599
402,17.325184
403,10.045426
404,66.42441
405,69.47282
406,15.032129
407,13.2934885
408,32.700024
409,10.097932
410,49.27103
411,38.098804
412,13.542985
413,20.724749
414,11.417379
415,18.328934
416,13.484561
417,32.714264
418,11.577926
419,14.555379
420,7.807355
421,10.654794
422,25.994164
423,10.410422
424,22.990612
425,9.428076
426,10.841122
427,15.414442
428,22.523783
429,24.272161
430,38.80617
431,22.156645
432,51.12749
433,14.015787
434,24.58083
435,8.492216
436,37.58291
437,18.961866
438,22.204025
439,14.604265
440,50.760998
441,35.571106
442,27.363876
443,13.449114
444,19.573788
445,32.17658
446,8.102426
447,49.556168
448,14.7252035
449,12.154791
450,11.003603
451,11.989255
452,18.251957
453,14.99744
454,12.915877
455,10.747836
456,10.636604
457,40.505928
458,33.52909
459,19.853521
460,15.940325
461,130.32793
462,6.55838
463,8.655174
464,29.414309
465,62.85493
466,14.758934
467,12.922687
468,12.918847
469,21.308405
470,27.83625
471,40.009415
472,11.441615
473,15.973173
474,21.383307
475,67.221565
476,35.331295
477,27.133083
478,13.369641
479,36.431526
480,14.073299
481,23.573626
482,19.542791
483,28.429768
484,22.27429
485,16.19244
486,23.144106
487,12.146254
488,47.7761
489,26.254995
490,64.24879
491,46.40482
492,16.502304
493,10.325802
494,9.568944
495,21.559109
496,14.477288
497,11.617704
498,19.189573
499,10.699257
500,24.199059
501,25.081194
502,19.319067
503,18.920685
504,13.624399
505,19.252512
506,19.501167
507,19.55201
508,8.939601
509,21.723015
510,9.471616
511,15.093668
512,9.589509
513,12.388021
514,23.846344
515,23.505342
516,90.35547
517,56.00889
518,13.728175
519,16.648243
520,17.728159
521,16.093159
522,15.599989
523,23.77292
524,21.883343
525,14.030351
526,8.732711
527,29.702507
528,52.908104
529,33.362305
530,27.673298
531,20.217884
532,13.198949
533,15.522652
534,15.970434
535,8.1576605
536,14.41177
537,16.244577
538,13.34922
539,18.928165
540,8.6553335
541,52.637352
542,27.96234
543,19.923033
544,65.915085
545,12.882699
546,6.807689
547,19.184044
548,66.64297
549,36.913685
550,54.585423
551,34.795963
552,30.651539
553,13.077711
554,33.878307
555,16.491684
556,19.12481
557,22.598984
558,10.544446
559,23.938013
560,22.975317
561,26.64419
562,21.564789
563,25.434668
564,41.258446
565,78.229355
566,27.740612
567,9.184367
568,21.033245
569,12.826831
570,16.363335
571,8.366593
572,11.829774
573,23.6687
574,12.630672
575,31.117588
576,40.633343
577,13.107951
578,19.860085
579,19.3639
580,8.463558
581,14.93078
582,28.732502
583,15.84981
584,8.606638
585,18.826345
586,16.070349
587,16.9531
588,21.94263
589,30.408901
590,34.11715
591,26.608713
592,30.805117
593,19.095863
594,15.873142
595,14.061222
596,26.458021
597,97.018196
598,35.142555
599,22.737082
600,12.186038
601,26.496502
602,6.93545
603,16.96268
604,15.819855
605,12.42044
606,14.378288
607,12.768128
608,32.313313
609,22.473036
610,10.257106
611,18.532776
612,10.884751
613,38.825756
614,11.864895
615,10.189618
616,155.45616
617,42.982937
618,100.24919
619,17.326473
620,26.291403
621,13.32089
622,19.538374
623,8.871755
624,37.158688
625,12.67161
626,17.215101
627,13.146173
628,6.903422
629,25.624676
630,46.20772
631,23.500809
632,19.351042
633,24.139147
634,77.02531
635,31.175682
636,36.142773
637,31.503819
638,11.447949
639,13.216024
640,12.175897
641,44.456173
642,20.737448
643,25.688744
644,12.708463
645,13.319654
646,10.153703
647,21.55904
648,14.970231
649,16.967201
650,17.402405
651,18.119602
652,30.46712
653,11.312351
654,7.0003853
655,23.358767
656,20.640867
657,10.177187
658,4.5212893
659,24.077656
660,28.782057
661,25.674234
662,79.676636
663,32.67224
664,36.24667
665,20.041018
666,6.402166
667,22.687805
668,12.098283
669,44.508743
670,11.159759
671,15.064169
672,26.43532
673,12.06104
674,13.1291275
675,28.202038
676,20.458588
677,16.780842
678,27.088488
679,16.364218
680,21.670805
681,13.5262165
682,10.341312
683,7.8436165
684,24.561192
685,28.868967
686,17.830645
687,20.71829
688,7.2478666
689,35.044514
690,11.527862
691,29.495275
692,13.433998
693,38.85758
694,15.627062
695,18.053965
696,20.547222
697,11.418384
698,19.523962
699,18.272808
700,13.259403
701,10.046487
702,20.356993
703,21.9508
704,12.035816
705,30.480385
706,27.012863
707,16.750372
708,17.175472
709,15.772963
710,13.159346
711,15.248644
712,24.809685
713,15.77025
714,10.966242
715,12.401089
716,9.450239
717,9.034892
718,27.812164
719,17.538956
720,12.859727
721,13.155899
722,9.503947
723,47.426876
724,15.996466
725,30.984043
726,20.249905
727,20.956593
728,2.9395216
729,30.26508
730,22.942123
731,16.778885
732,46.452595
733,9.703919
734,25.097322
735,13.298127
736,16.057022
737,25.74724
738,15.456699
739,13.221927
740,34.75664
741,8.081014
742,14.434561
743,58.330624
744,13.249928
745,39.460857
746,22.270008
747,13.095864
748,13.4118395
749,39.621387
750,13.364928
751,46.348263
752,22.658941
753,18.838186
754,9.997546
755,22.80534
756,17.299137
757,36.025738
758,19.25162
759,11.980088
760,12.383805
761,5.366597
762,15.111797
763,32.954536
764,26.597948
765,28.182653
766,13.767504
767,13.386675
768,11.676219
769,6.735464
770,16.49381
771,9.290539
772,20.678053
773,20.94421
774,23.337381
775,4.4656963
776,14.171267
777,56.365864
778,15.755728
779,21.819984
780,14.634552
781,38.26316
782,20.511507
783,13.782094
784,23.27156
785,11.739338
786,9.756438
787,14.698715
788,16.12692
789,47.228302
790,19.360603
791,29.04188
792,13.382035
793,16.996727
794,30.229677
795,9.150895
796,19.457005
797,34.26406
798,15.930325
799,33.3543
800,21.296793
801,22.15712
802,13.680668
803,31.706322
804,19.891012
805,7.4124746
806,20.4024
807,14.513864
808,41.287373
809,22.695848
810,16.300232
811,20.685951
812,44.347893
813,8.265697
814,12.046988
815,33.017563
816,12.166435
817,10.375699
818,22.282639
819,11.185105
820,8.209849
821,9.773476
822,6.1950097
823,13.364438
824,16.539274
825,15.412762
826,12.985743
827,7.998584
828,14.838502
829,19.124426
830,43.592236
831,26.922237
832,17.772926
833,22.236465
834,21.25817
835,13.185401
836,14.7984
837,11.404348
838,10.501744
839,20.441557
840,15.726501
841,11.808254
842,18.792786
843,23.117434
844,20.723806
845,14.520689
846,26.904669
847,30.339657
848,30.322498
849,30.91475
850,15.899174
851,18.75865
852,33.499863
853,63.51014
854,10.970082
855,46.80751
856,45.14655
857,30.945421
858,50.380123
859,19.0024
860,24.632576
861,30.089283
862,64.516846
863,31.181267
864,14.405756
865,33.71749
866,22.682468
867,147.7433
868,42.978104
869,15.166166
870,12.586025
871,23.037945
872,19.027973
873,28.599699
874,66.81863
875,15.898506
876,14.312893
877,30.082392
878,31.049164
879,13.330348
880,18.999542
881,12.189896
882,19.893414
883,18.972069
884,11.796656
885,16.093485
886,28.50141
887,15.215273
888,5.4179068
889,14.247383
890,25.289656
891,21.490654
892,18.875975
893,20.271889
894,53.165516
895,31.286407
896,20.525349
897,15.178833
898,44.950775
899,18.302362
900,52.444775
901,17.518183
902,10.994934
903,13.060899
904,16.005266
905,15.422869
906,19.862213
907,22.235985
908,11.060433
909,9.90779
910,21.041258
911,27.210709
912,53.787228
913,15.245192
914,8.376751
915,6.5128107
916,15.380558
917,11.75224
918,31.785511
919,27.76398
920,9.422048
921,6.031759
922,12.874139
923,9.123694
924,49.505737
925,11.935113
926,16.572424
927,59.009846
928,16.227243
929,25.88507
930,10.552017
931,23.304829
932,8.219534
933,10.258778
934,22.638948
935,12.297584
936,13.718399
937,7.458865
938,24.051237
939,27.09384
940,15.341656
941,25.121874
942,23.282436
943,14.800415
944,14.825898
945,13.331045
946,46.64734
947,15.487228
948,33.80091
949,17.943264
950,7.9274225
951,20.816053
952,15.869123
953,16.510681
954,46.558323
955,15.99822
956,47.513363
957,14.198727
958,13.236304
959,48.984974
960,18.983356
961,13.051157
962,29.154652
963,44.18833
964,9.675884
965,20.893515
966,49.711002
967,31.476723
968,9.634691
969,25.924187
970,9.257534
971,16.91563
972,12.606619
973,11.746924
974,14.289597
975,29.304346
976,19.776278
977,13.049435
978,16.967787
979,18.37268
980,16.339825
981,31.267971
982,40.25027
983,13.808307
984,58.40465
985,7.708846
986,17.10606
987,9.667224
988,12.340923
989,7.458646
990,44.273914
991,7.607976
992,17.974634
993,20.473896
994,30.534403
995,7.710065
996,11.391056
997,40.65783
998,22.369568
999,4.376432
1000,24.30026
1001,14.930028
1002,13.30288
1003,14.926504
1004,17.165167
1005,28.805933
1006,12.714965
1007,174.61565
1008,11.288336
1009,7.730011
1010,17.827646
1011,9.620256
1012,11.205831
1013,16.601206
1014,8.715318
1015,27.336637
1016,24.800322
1017,28.31283
1018,26.582542
1019,26.135944
1020,7.134425
1021,11.56292
1022,17.339184
1023,12.509103
1024,28.82019
1025,12.188217
1026,9.000928
1027,29.579863
1028,13.934654
1029,11.8249445
1030,12.579095
1031,10.74673
1032,43.55112
1033,37.277824
1034,11.974382
1035,16.333485
1036,25.373924
1037,25.03936
1038,17.106207
1039,20.963976
1040,39.07356
1041,20.943777
1042,25.283613
1043,25.471191
1044,11.0469265
1045,17.78579
1046,9.701722
1047,17.84473
1048,20.79927
1049,9.373294
1050,10.8390045
1051,16.287153
1052,24.982721
1053,14.1971
1054,12.920967
1055,24.34284
1056,6.285064
1057,15.830265
1058,23.78456
1059,15.825127
1060,11.886733
1061,18.27635
1062,29.549185
1063,14.070537
1064,20.729944
1065,14.941168
1066,21.954498
1067,13.437034
1068,9.653483
1069,16.284575
1070,26.309387
1071,24.839344
1072,13.785608
1073,13.641966
1074,22.94423
1075,17.259487
1076,8.112792
1077,19.301582
1078,17.940414
1079,32.88067
1080,21.476196
1081,10.957826
1082,34.778538
1083,14.746307
1084,63.21508
1085,10.928443
1086,45.104683
1087,42.741047
1088,16.301481
1089,14.085311
1090,21.674444
1091,43.17465
1092,12.243452
1093,4.0366693
1094,22.64163
1095,10.612049
1096,26.294811
1097,10.215681
1098,19.117882
1099,19.431522
1100,14.743713
1101,12.418155
1102,18.969454
1103,29.027508
1104,37.898796
1105,8.00837
1106,11.316679
1107,13.368847
1108,12.3239975
1109,6.8461676
1110,13.436332
1111,36.9772
1112,64.763954
1113,11.827205
1114,7.679654
1115,6.846972
1116,11.715887
1117,28.61958
1118,26.294214
1119,6.4068
1120,10.104795
1121,37.220795
1122,12.829073
1123,36.130547
1124,15.046442
1125,19.958786
1126,18.248268
1127,14.020525
1128,35.009968
1129,15.810089
1130,22.025887
1131,9.272636
1132,29.627035
1133,20.346338
1134,43.111183
1135,30.270365
1136,7.8860025
1137,12.11942
1138,16.825623
1139,20.757809
1140,7.106596
1141,16.970774
1142,12.361923
1143,12.680974
1144,14.194578
1145,27.115911
1146,20.58909
1147,12.615225
1148,16.343542
1149,19.99493
1150,25.74467
1151,9.933012
1152,13.384936
1153,18.397032
1154,28.014347
1155,9.301013
1156,3.933652
1157,19.032848
1158,27.464695
1159,58.255108
1160,48.500595
1161,6.7137413
1162,29.062939
1163,18.240683
1164,21.905466
1165,19.004478
1166,17.97658
1167,14.320054
1168,38.94688
1169,14.7766285
1170,14.229066
1171,17.127272
1172,22.997808
1173,15.619242
1174,26.987354
1175,12.524004
1176,11.57323
1177,31.210491
1178,30.559721
1179,9.022534
1180,29.184761
1181,12.789561
1182,19.717716
1183,52.848526
1184,40.72919
1185,14.735308
1186,12.501501
1187,7.72223
1188,23.366812
1189,22.68326
1190,14.012104
1191,6.465275
1192,34.631336
1193,7.4274263
1194,8.879619
1195,7.767235
1196,36.253204
1197,20.077087
1198,10.709049
1199,31.969215
1200,16.140099
1201,14.1508255
1202,81.315636
1203,9.675169
1204,11.861432
1205,30.603762
1206,54.991554
1207,42.484745
1208,22.077538
1209,18.542744
1210,16.756073
1211,25.486746
1212,19.846437
1213,22.686981
1214,13.9229765
1215,3.7222571
1216,18.768219
1217,21.772064
1218,25.038074
1219,21.486343
1220,30.440908
1221,13.286954
1222,47.42354
1223,6.713644
1224,13.910198
1225,13.282298
1226,10.005118
1227,25.314575
1228,31.363285
1229,20.459242
1230,13.150079
1231,9.982839
1232,23.72628
1233,24.616453
1234,14.889312
1235,45.09368
1236,23.188713
1237,25.569576
1238,25.683266
1239,18.37001
1240,12.12267
1241,27.069262
1242,29.078196
1243,23.819618
1244,12.382583
1245,25.346537
1246,52.702805
1247,23.456722
1248,11.372821
1249,17.926535
1250,34.229313
1251,25.934633
1252,45.432785
1253,26.375652
1254,8.064235
1255,23.370977
1256,24.425474
1257,18.81389
1258,31.642887
1259,10.335822
1260,15.162809
1261,6.92018
1262,12.284877
1263,17.43144
1264,22.649878
1265,26.363365
1266,11.777854
1267,22.690245
1268,20.88972
1269,10.447432
1270,16.274492
1271,13.440559
1272,15.588882
1273,5.096792
1274,15.956989
1275,24.584745
1276,15.657543
1277,13.7980995
1278,21.171751
1279,7.708068
1280,65.18424
1281,30.294567
1282,13.641128
1283,12.247839
1284,35.797684
1285,20.507215
1286,19.4783
1287,44.6636
1288,17.916416
1289,31.2151
1290,43.190815
1291,26.117357
1292,22.67395
1293,14.907166
1294,13.8744335
1295,21.818075
1296,9.59848
1297,7.332219
1298,11.743585
1299,12.662659
1300,30.570076
1301,18.86229
1302,17.148518
1303,17.745058
1304,15.967815
1305,16.958605
1306,25.039068
1307,30.535772
1308,51.57089
1309,6.0262527
1310,7.3133564
1311,19.958231
1312,11.759208
1313,14.731928
1314,52.682613
1315,28.893873
1316,21.976948
1317,18.221338
1318,45.994595
1319,3.7513423
1320,13.877966
1321,13.621453
1322,22.29496
1323,27.677374
1324,44.135044
1325,54.005226
1326,26.486317
1327,11.062087
1328,17.17016
1329,15.046076
1330,53.273544
1331,15.524544
1332,14.115611
1333,15.944603
1334,12.875247
1335,18.696672
1336,30.49597
1337,24.598547
1338,11.486138
1339,22.62471
1340,14.152874
1341,14.424426
1342,12.841885
1343,8.578783
1344,14.095029
1345,17.215332
1346,17.399351
1347,23.657585
1348,25.661137
1349,21.687103
1350,20.448885
1351,6.847887
1352,6.2851086
1353,42.674583
1354,23.138845
1355,75.462364
1356,26.954224
1357,9.728035
1358,10.054328
1359,31.177322
1360,14.322261
1361,54.84762
1362,25.837358
1363,9.601401
1364,19.64537
1365,12.5516205
1366,24.536991
1367,28.254162
1368,39.924576
1369,10.533218
1370,14.436828
1371,24.146515
1372,8.668858
1373,27.789345
1374,68.79501
1375,15.895771
1376,16.518093
1377,9.685548
1378,28.544783
1379,96.33437
1380,26.606878
1381,12.731874
1382,10.469106
1383,37.330894
1384,29.603342
1385,24.483383
1386,11.708956
1387,66.447754
1388,10.435412
1389,13.353059
1390,50.587997
1391,52.26154
1392,15.144327
1393,24.288525
1394,14.457935
1395,33.860226
1396,18.255579
1397,19.304617
1398,15.749153
1399,24.433733
1400,42.789837
1401,25.61094
1402,25.842613
1403,19.091806
1404,17.91854
1405,8.532612
1406,13.086306
1407,32.976555
1408,19.421246
1409,19.727636
1410,5.3994308
1411,18.538145
1412,13.438996
1413,43.516834
1414,44.71266
1415,15.496548
1416,11.386168
1417,22.129227
1418,13.310283
1419,33.883747
1420,37.448627
1421,27.520132
1422,25.178566
1423,13.53869
1424,12.742499
1425,44.62044
1426,24.205843
1427,23.063972
1428,27.112064
1429,10.660845
1430,57.560547
1431,21.902735
1432,29.299194
1433,19.310534
1434,24.783455
1435,14.639055
1436,14.767694
1437,11.932773
1438,19.768755
1439,36.56625
1440,7.313505
1441,11.322063
1442,11.1438465
1443,4.5442705
1444,12.368676
1445,12.687627
1446,29.249903
1447,7.2329645
1448,14.361622
1449,22.048521
1450,8.2767
1451,16.702284
1452,33.99453
1453,11.227443
1454,31.371246
1455,7.2707624
1456,14.968335
1457,16.426876
1458,4.393254
1459,36.215805
1460,10.700967
1461,25.66832
1462,33.51272
1463,9.356873
1464,17.20993
1465,15.248156
1466,11.4700165
1467,26.680113
1468,15.090752
1469,21.976482
1470,29.39486
1471,12.065509
1472,11.414005
1473,10.264019
1474,11.251745
1475,24.530083
1476,20.314152
1477,36.81558
1478,20.216204
1479,15.889242
1480,12.8581705
1481,15.35754
1482,22.864553
1483,13.495629
1484,14.312028
1485,20.372686
1486,27.053064
1487,41.131798
1488,23.115824
1489,23.989693
1490,17.19471
1491,8.905282
1492,23.35584
1493,20.306704
1494,26.356052
1495,15.220663
1496,22.029213
1497,12.529461
1498,20.555716
1499,5.1884117
1500,6.60759
1501,5.019821
1502,11.363665
1503,13.648024
1504,12.827777
1505,29.40265
1506,10.946199
1507,11.4205065
1508,18.741598
1509,19.025475
1510,17.699331
1511,28.21054
1512,22.149199
1513,16.459385
1514,21.030844
1515,21.592846
1516,5.7310185
1517,21.311337
1518,32.037136
1519,45.331856
1520,16.436756
1521,17.45795
1522,32.84504
1523,9.95559
1524,16.09909
1525,20.62462
1526,13.09695
1527,13.386956
1528,17.725025
1529,15.557734
1530,7.246331
1531,19.510574
1532,21.29624
1533,15.471455
1534,14.92194
1535,20.975882
1536,25.024246
1537,35.730392
1538,10.387411
1539,11.449897
1540,33.188747
1541,62.222595
1542,14.665428
1543,12.242628
1544,15.306391
1545,32.879917
1546,53.255573
1547,14.139115
1548,11.394247
1549,23.902155
1550,12.859998
1551,26.071732
1552,11.706641
1553,20.828875
1554,16.10601
1555,13.965222
1556,41.26855
1557,20.245304
1558,16.49872
1559,21.225386
1560,17.057426
1561,18.862247
1562,17.826353
1563,11.693802
1564,22.874826
1565,31.04562
1566,16.71366
1567,6.400018
1568,24.545961
1569,50.248985
1570,16.67692
1571,7.9055004
1572,25.063633
1573,12.615527
1574,14.058864
1575,35.822914
1576,43.576546
1577,10.045942
1578,65.425415
1579,116.92542
1580,67.24756
1581,6.376069
1582,19.270033
1583,21.82375
1584,12.027806
1585,16.623535
1586,14.037405
1587,29.97581
1588,17.094667
1589,23.371315
1590,14.482777
1591,13.322228
1592,17.837282
1593,9.928459
1594,48.1223
1595,17.39289
1596,33.838276
1597,15.22732
1598,13.053864
1599,14.171505
1600,12.4595
1601,29.275604
1602,12.907313
1603,13.332866
1604,33.004387
1605,20.556246
1606,13.720968
1607,13.435685
1608,25.936096
1609,20.32873
1610,29.062021
1611,11.320248
1612,28.717796
1613,28.922953
1614,10.935193
1615,29.192427
1616,6.1486974
1617,19.954145
1618,25.078514
1619,17.281563
1620,23.228037
1621,7.908616
1622,12.696121
1623,31.118965
1624,6.3245926
1625,14.1227045
1626,21.49106
1627,24.289177
1628,23.845722
1629,19.369751
1630,15.959461
1631,6.445667
1632,15.408642
1633,27.231123
1634,24.952118
1635,23.545198
1636,6.4515347
1637,18.994246
1638,22.474865
1639,20.450102
1640,7.6024103
1641,55.89141
1642,15.545391
1643,9.32113
1644,9.653479
1645,9.273458
1646,19.925543
1647,5.3638344
1648,22.240217
1649,100.72615
1650,22.102322
1651,22.419695
1652,28.216146
1653,20.03421
1654,15.978767
1655,19.181656
1656,34.165234
1657,11.42812
1658,18.329145
1659,36.082207
1660,21.97954
1661,18.979507
1662,11.562503
1663,12.708565
1664,15.761604
1665,13.127069
1666,57.7729
1667,23.390532
1668,26.945934
1669,32.84282
1670,20.472324
1671,5.945949
1672,24.386381
1673,51.41051
1674,40.555546
1675,36.038433
1676,31.076286
1677,19.445774
1678,29.19011
1679,22.353025
1680,51.244232
1681,15.457104
1682,21.372007
1683,14.839842
1684,35.331486
1685,20.07133
1686,41.249397
1687,22.024542
1688,24.803509
1689,14.788294
1690,16.639002
1691,3.7213898
1692,9.933747
1693,15.5695095
1694,42.961708
1695,11.335008
1696,13.368168
1697,18.235666
1698,46.82028
1699,17.144304
1700,8.677663
1701,23.3513
1702,29.680788
1703,21.231216
1704,11.638394
1705,47.230865
1706,12.44251
1707,21.983578
1708,13.570097
1709,51.1033
1710,9.183013
1711,17.275223
1712,24.500723
1713,26.297695
1714,74.30805
1715,26.93688
1716,14.196064
1717,24.959581
1718,19.746008
1719,64.66713
1720,62.11416
1721,12.396897
1722,22.864605
1723,48.66488
1724,19.502491
1725,16.937273
1726,8.6849985
1727,6.9917226
1728,13.924016
1729,15.205555
1730,21.876764
1731,21.452267
1732,10.391172
1733,15.772938
1734,32.833153
1735,19.861712
1736,32.86961
1737,17.293789
1738,33.010952
1739,15.596592
1740,24.055143
1741,14.618852
1742,29.229305
1743,23.075577
1744,10.103521
1745,15.321754
1746,24.715168
1747,52.561928
1748,8.065955
1749,24.338068
1750,15.93833
1751,17.195044
1752,7.0681467
1753,18.692886
1754,22.452505
1755,10.464765
1756,23.757456
1757,42.036842
1758,12.024527
1759,20.400633
1760,11.383484
1761,16.436161
1762,11.647899
1763,37.28081
1764,17.528885
1765,35.200844
1766,13.336154
1767,18.709557
1768,5.4680295
1769,15.880354
1770,6.5713663
1771,17.961489
1772,31.231777
1773,16.876892
1774,17.109077
1775,24.997301
1776,21.13262
1777,23.017626
1778,21.335575
1779,13.808628
1780,14.666489
1781,19.233091
1782,14.915689
1783,18.942514
1784,13.804928
1785,17.893177
1786,55.001488
1787,31.526161
1788,17.818842
1789,8.135581
1790,15.110683
1791,62.010086
1792,21.534065
1793,14.340244
1794,10.342445
1795,6.421631
1796,33.727036
1797,14.987443
1798,11.433643
1799,12.088135
1800,12.473444
1801,15.633127
1802,23.419247
1803,18.347797
1804,31.969704
1805,11.032365
1806,19.65994
1807,15.755655
1808,43.917286
1809,15.775406
1810,18.331598
1811,23.035835
1812,9.874608
1813,15.716583
1814,21.945333
1815,10.209607
1816,30.08929
1817,20.835375
1818,39.745796
1819,7.90866
1820,17.706017
1821,24.502565
1822,13.705803
1823,12.577435
1824,17.805794
1825,30.054785
1826,30.330708
1827,8.800728
1828,20.58573
1829,16.334042
1830,19.301174
1831,18.623783
1832,35.412853
1833,21.688786
1834,18.202871
1835,29.560337
1836,10.394342
1837,56.47988
1838,21.96674
1839,27.494074
1840,17.164053
1841,58.75238
1842,21.236538
1843,31.231354
1844,30.467695
1845,22.46481
1846,16.861334
1847,19.957413
1848,10.317507
1849,14.707753
1850,12.39845
1851,98.52198
1852,25.160267
1853,25.740814
1854,39.011055
1855,13.589817
1856,24.242767
1857,8.049618
1858,20.174433
1859,15.08366
1860,22.838827
1861,11.770076
1862,23.351915
